# lemma	count — freq ranking for --freq/--maxEntries (must-keep 20M+, top50k 5M-). MIT.
殺人	4999763
しれ	4999762
つけ	4999761
全部	4999760
情報	4999759
起こ	4999758
作	4999757
頭	4999756
銃	4999755
事件	4999754
調べ	4999753
理由	4999752
もちろん	4999751
もら	4999750
ジョン	4999749
数	4999748
準備	4999747
とても	4999746
うん	4999745
しか	4999744
連絡	4999743
残	4999742
別	4999741
心	4999740
一人	4999739
以上	4999738
長	4999737
ずっと	4999736
回	4999735
部屋	4999734
下さ	4999733
守	4999732
見せ	4999731
始め	4999730
丶	4999729
人生	4999728
危険	4999727
続け	4999726
覚え	4999725
女性	4999724
すれ	4999723
ぶ	4999722
安全	4999721
こう	4999720
貴方	4999719
急	4999718
新し	4999717
最初	4999716
万	4999715
約束	4999714
なに	4999713
ドル	4999712
結婚	4999711
下	4999710
方法	4999709
得	4999708
二	4999707
わけ	4999706
友達	4999705
食べ	4999704
オレ	4999703
すぎ	4999702
すご	4999701
計画	4999700
無理	4999699
楽し	4999698
顔	4999697
仲間	4999696
送	4999695
こちら	4999694
可能	4999693
聞こえ	4999692
あいつ	4999691
友人	4999690
犯人	4999689
はい	4999688
性	4999687
まあ	4999686
i	4999685
まま	4999684
先	4999683
かけ	4999682
バカ	4999681
どうぞ	4999680
いけ	4999679
せい	4999678
ほど	4999677
かしら	4999676
嘘	4999675
変わ	4999674
命	4999673
失	4999672
確認	4999671
そ	4999670
最高	4999669
あと	4999668
感じ	4999667
とき	4999666
着	4999665
動	4999664
the	4999663
け	4999662
船	4999661
ほら	4999660
機	4999659
与え	4999658
明日	4999657
全員	4999656
二人	4999655
くらい	4999654
開け	4999653
あげ	4999652
理解	4999651
質問	4999650
たら	4999649
不	4999648
確か	4999647
怖	4999646
こいつ	4999645
あぁ	4999644
離れ	4999643
どの	4999642
答え	4999641
たり	4999640
とも	4999639
置	4999638
素晴らし	4999637
今夜	4999636
言え	4999635
見つか	4999634
こそ	4999633
黙	4999632
イ	4999631
つまり	4999630
受け	4999629
you	4999628
伝え	4999627
第	4999626
クソ	4999625
感謝	4999624
ドア	4999623
用	4999622
妻	4999621
写真	4999620
街	4999619
盗	4999618
うち	4999617
感	4999616
渡	4999615
博士	4999614
説明	4999613
かか	4999612
証拠	4999611
うま	4999610
向か	4999609
望	4999608
乗	4999607
道	4999606
だめ	4999605
正し	4999604
寝	4999603
買	4999602
働	4999601
失礼	4999600
攻撃	4999599
夢	4999598
立	4999597
逮捕	4999596
歳	4999595
たぶん	4999594
名	4999593
野郎	4999592
隠	4999591
戦	4999590
座	4999589
終わり	4999588
強	4999587
どれ	4999586
ちゃん	4999585
件	4999584
救	4999583
きっと	4999582
絶対	4999581
警官	4999580
血	4999579
刑事	4999578
先生	4999577
なし	4999576
まず	4999575
父親	4999574
状況	4999573
会社	4999572
番	4999571
間違い	4999570
嫌	4999569
重要	4999568
捕まえ	4999567
室	4999566
員	4999565
週間	4999564
了解	4999563
a	4999562
なんか	4999561
十分	4999560
秘密	4999559
変え	4999558
元気	4999557
一番	4999556
やあ	4999555
やつ	4999554
大統領	4999553
一体	4999552
ち	4999551
会え	4999550
犯	4999549
犯罪	4999548
過ぎ	4999547
残念	4999546
自由	4999545
士	4999544
敵	4999543
報告	4999542
やれ	4999541
もん	4999540
簡単	4999539
音	4999538
消え	4999537
命令	4999536
相手	4999535
声	4999534
王	4999533
ござ	4999532
おまえ	4999531
対	4999530
多く	4999529
アメリカ	4999528
チーム	4999527
通	4999526
ひど	4999525
自身	4999524
等	4999523
語	4999522
母親	4999521
選	4999520
ヤツ	4999519
何処	4999518
切	4999517
らし	4999516
元	4999515
昔	4999514
人々	4999513
被害	4999512
ジャック	4999511
大変	4999510
口	4999509
奥	4999508
要	4999507
あそこ	4999506
真実	4999505
記録	4999504
戦争	4999503
決め	4999502
病院	4999501
携帯	4999500
店	4999499
許	4999498
深	4999497
月	4999496
監視	4999495
実	4999494
学	4999493
体	4999492
初めて	4999491
思い出	4999490
運	4999489
高	4999488
武器	4999487
手伝	4999486
to	4999485
など	4999484
責任	4999483
間違	4999482
ほう	4999481
変	4999480
ばかり	4999479
協力	4999478
役	4999477
落ち着	4999476
頃	4999475
行動	4999474
実際	4999473
存在	4999472
発見	4999471
解決	4999470
刑務	4999469
追	4999468
番号	4999467
捨て	4999466
兄	4999465
こんにちは	4999464
大きな	4999463
サム	4999462
返	4999461
罪	4999460
足	4999459
いえ	4999458
研究	4999457
ボス	4999456
させ	4999455
歩	4999454
さえ	4999453
軍	4999452
結果	4999451
冗談	4999450
かなり	4999449
ながら	4999448
薬	4999447
ジェーン	4999446
ほし	4999445
驚	4999444
気持ち	4999443
破壊	4999442
任せ	4999441
興味	4999440
カメラ	4999439
場	4999438
上手	4999437
弁護	4999436
払	4999435
住	4999434
fbi	4999433
死体	4999432
怒	4999431
状態	4999430
調査	4999429
気分	4999428
ヶ月	4999427
なれ	4999426
来い	4999425
ゲーム	4999424
近く	4999423
夫	4999422
済	4999421
地球	4999420
願い	4999419
止ま	4999418
そいつ	4999417
兄弟	4999416
嬉し	4999415
信用	4999414
何故	4999413
以外	4999412
大き	4999411
運転	4999410
なあ	4999409
ぼく	4999408
売	4999407
普通	4999406
事故	4999405
後ろ	4999404
歌	4999403
おかし	4999402
今度	4999401
大事	4999400
医者	4999399
場合	4999398
政府	4999397
チャンス	4999396
あまり	4999395
有	4999394
サラ	4999393
開	4999392
不明	4999391
装置	4999390
現場	4999389
遅	4999388
邪魔	4999387
目的	4999386
静か	4999385
限り	4999384
もしもし	4999383
少な	4999382
飛行	4999381
精神	4999380
朝	4999379
映画	4999378
幸せ	4999377
さて	4999376
取引	4999375
ガ	4999374
話せ	4999373
連中	4999372
ちゃんと	4999371
人物	4999370
多分	4999369
弟	4999368
特別	4999367
恐れ	4999366
唯一	4999365
容疑	4999364
認め	4999363
多	4999362
共	4999361
ねぇ	4999360
互い	4999359
移動	4999358
銀行	4999357
用意	4999356
たくさん	4999355
警備	4999354
面白	4999353
最近	4999352
裁判	4999351
全く	4999350
とおり	4999349
犠牲	4999348
昨日	4999347
ぐ	4999346
傷	4999345
あら	4999344
信じ	4999343
傷つけ	4999342
過去	4999341
キミ	4999340
落ち	4999339
完全	4999338
求め	4999337
システム	4999336
始ま	4999335
失敗	4999334
さぁ	4999333
選択	4999332
あんな	4999331
信頼	4999330
無事	4999329
生	4999328
美し	4999327
島	4999326
客	4999325
くそ	4999324
隠れ	4999323
付け	4999322
素敵	4999321
若	4999320
リスト	4999319
想像	4999318
気づ	4999317
決して	4999316
馬鹿	4999315
鍵	4999314
聞け	4999313
とにかく	4999312
身	4999311
判	4999310
証明	4999309
やす	4999308
女の子	4999307
姿	4999306
嫌い	4999305
価値	4999304
and	4999303
もらえ	4999302
州	4999301
服	4999300
未来	4999299
必ず	4999298
カ	4999297
ビル	4999296
め	4999295
以前	4999294
奪	4999293
まるで	4999292
ウソ	4999291
三	4999290
ピーター	4999289
マジ	4999288
両親	4999287
痛	4999286
非常	4999285
壁	4999284
妹	4999283
違い	4999282
借り	4999281
無駄	4999280
丿	4999279
待て	4999278
思え	4999277
ホテル	4999276
治療	4999275
まさか	4999274
大学	4999273
降り	4999272
メール	4999271
年間	4999270
記憶	4999269
カード	4999268
部	4999267
現れ	4999266
病気	4999265
爆弾	4999264
経験	4999263
難し	4999262
注意	4999261
レッド	4999260
腕	4999259
走	4999258
正直	4999257
今回	4999256
最も	4999255
任務	4999254
ハイ	4999253
許可	4999252
ホント	4999251
生まれ	4999250
関	4999249
空	4999248
貸	4999247
とこ	4999246
品	4999245
組織	4999244
本気	4999243
風	4999242
氏	4999241
化	4999240
宇宙	4999239
げ	4999238
近づ	4999237
おはよう	4999236
訳	4999235
事実	4999234
昨夜	4999233
本物	4999232
予定	4999231
科学	4999230
内	4999229
えっ	4999228
放	4999227
ショー	4999226
ス	4999225
やが	4999224
狂	4999223
ひと	4999222
完璧	4999221
最悪	4999220
秒	4999219
点	4999218
首	4999217
進	4999216
追跡	4999215
笑	4999214
少年	4999213
望み	4999212
頑張	4999211
我	4999210
従	4999209
襲	4999208
いま	4999207
爆発	4999206
時代	4999205
消	4999204
悪魔	4999203
ちょうど	4999202
勝	4999201
あっ	4999200
法	4999199
小さな	4999198
ベッド	4999197
階	4999196
ニュース	4999195
戦い	4999194
成功	4999193
式	4999192
個人	4999191
ジョー	4999190
保護	4999189
地下	4999188
作戦	4999187
光	4999186
ミス	4999185
どっち	4999184
無し	4999183
残り	4999182
レンジャー	4999181
疲れ	4999180
眠	4999179
困	4999178
利用	4999177
狙	4999176
期待	4999175
忙し	4999174
調子	4999173
向こう	4999172
技術	4999171
下が	4999170
やぁ	4999169
ほとんど	4999168
わし	4999167
落ち着け	4999166
今朝	4999165
使え	4999164
試	4999163
我が	4999162
平気	4999161
パーティー	4999160
駄目	4999159
明らか	4999158
患者	4999157
くそっ	4999156
局	4999155
線	4999154
さっき	4999153
当然	4999152
喜	4999151
しっかり	4999150
警部	4999149
付	4999148
申し訳	4999147
地	4999146
マシン	4999145
骨	4999144
検査	4999143
主人	4999142
コーヒー	4999141
遅れ	4999140
別れ	4999139
現実	4999138
館	4999137
ジム	4999136
全	4999135
誓	4999134
去	4999133
触	4999132
地獄	4999131
メッセージ	4999130
気付	4999129
誘拐	4999128
ニューヨーク	4999127
脳	4999126
毎日	4999125
部下	4999124
そっち	4999123
合	4999122
過ご	4999121
船長	4999120
貰	4999119
似	4999118
フランク	4999117
侵入	4999116
マイケル	4999115
殴	4999114
立て	4999113
酒	4999112
マイク	4999111
魔法	4999110
そりゃ	4999109
きみ	4999108
陛下	4999107
どちら	4999106
ゆっくり	4999105
麻薬	4999104
ボク	4999103
遺体	4999102
兵士	4999101
姉	4999100
ファイル	4999099
食	4999098
幸運	4999097
捜	4999096
結構	4999095
おお	4999094
能力	4999093
of	4999092
側	4999091
関わ	4999090
森	4999089
it	4999088
原因	4999087
まったく	4999086
続	4999085
小さ	4999084
少女	4999083
キス	4999082
トラック	4999081
耳	4999080
世話	4999079
動物	4999078
ロック	4999077
食事	4999076
捕ま	4999075
バー	4999074
夕食	4999073
大切	4999072
び	4999071
構	4999070
泣	4999069
ぐらい	4999068
赤	4999067
隊	4999066
酷	4999065
行方	4999064
パワー	4999063
行為	4999062
日本	4999061
現在	4999060
おそらく	4999059
たが	4999058
まぁ	4999057
号	4999056
緊急	4999055
チャーリー	4999054
警告	4999053
箱	4999052
切れ	4999051
要求	4999050
火	4999049
右	4999048
せよ	4999047
支配	4999046
ちま	4999045
海	4999044
永遠	4999043
到着	4999042
赤ちゃん	4999041
特に	4999040
ウォルター	4999039
ヘンリー	4999038
全然	4999037
負け	4999036
屋	4999035
希望	4999034
管理	4999033
自殺	4999032
魂	4999031
代わり	4999030
影響	4999029
休	4999028
スパイ	4999027
集め	4999026
一部	4999025
雇	4999024
権利	4999023
飛	4999022
窓	4999021
位	4999020
オフィス	4999019
なぁ	4999018
えぇ	4999017
あー	4999016
賢	4999015
何者	4999014
助か	4999013
常	4999012
髪	4999011
マーク	4999010
山	4999009
いた	4999008
メガ	4999007
デート	4999006
いくら	4999005
色々	4999004
me	4999003
運命	4999002
オリバー	4999001
心臓	4999000
イヤ	4998999
コード	4998998
誕生	4998997
ミスター	4998996
馬	4998995
向け	4998994
音楽	4998993
殺せ	4998992
半分	4998991
受け入れ	4998990
議員	4998989
保安	4998988
正確	4998987
混乱	4998986
撮	4998985
施設	4998984
あたし	4998983
活動	4998982
可愛	4998981
ベン	4998980
木	4998979
たって	4998978
手紙	4998977
映像	4998976
判断	4998975
殺害	4998974
in	4998973
しばらく	4998972
将軍	4998971
反応	4998970
親父	4998969
師	4998968
たった	4998967
ドイツ	4998966
億	4998965
疑	4998964
チェック	4998963
やっと	4998962
訓練	4998961
部隊	4998960
強盗	4998959
テスト	4998958
再	4998957
はっきり	4998956
迎え	4998955
上げ	4998954
意見	4998953
面倒	4998952
フィンチ	4998951
だれ	4998950
壊	4998949
行き	4998948
めでと	4998947
左	4998946
引	4998945
機会	4998944
指示	4998943
弾	4998942
おかげ	4998941
トム	4998940
解	4998939
感情	4998938
ブラック	4998937
ロシア	4998936
ヘイ	4998935
主	4998934
担当	4998933
ナイフ	4998932
相棒	4998931
こい	4998930
通信	4998929
s	4998928
星	4998927
事務	4998926
器	4998925
歴史	4998924
反対	4998923
データ	4998922
亡くな	4998921
勝手	4998920
no	4998919
料理	4998918
事態	4998917
捜索	4998916
異常	4998915
鳥	4998914
社	4998913
my	4998912
出発	4998911
祈	4998910
以来	4998909
テレビ	4998908
遊	4998907
一杯	4998906
沢山	4998905
住所	4998904
結局	4998903
ガス	4998902
大好き	4998901
直	4998900
取り戻	4998899
ほんと	4998898
偉大	4998897
近	4998896
男性	4998895
速	4998894
戻れ	4998893
知れ	4998892
殺し	4998891
証言	4998890
示	4998889
ビデオ	4998888
みな	4998887
一致	4998886
脱出	4998885
恐怖	4998884
紹介	4998883
触れ	4998882
礼	4998881
ネット	4998880
突然	4998879
裏	4998878
打	4998877
発	4998876
意識	4998875
尋ね	4998874
きれい	4998873
人類	4998872
晩	4998871
開始	4998870
アア	4998869
目撃	4998868
解放	4998867
平和	4998866
真	4998865
集中	4998864
よろしく	4998863
アンタ	4998862
刺	4998861
わたし	4998860
様子	4998859
専門	4998858
スーツ	4998857
かい	4998856
賭け	4998855
e	4998854
悲し	4998853
オーケー	4998852
クラブ	4998851
嬢	4998850
司令	4998849
完了	4998848
信号	4998847
ok	4998846
契約	4998845
部分	4998844
クリスマス	4998843
d	4998842
穴	4998841
すでに	4998840
教会	4998839
マイル	4998838
途中	4998837
is	4998836
出かけ	4998835
凄	4998834
楽しみ	4998833
バス	4998832
あっち	4998831
絵	4998830
動き	4998829
剣	4998828
指	4998827
筈	4998826
上が	4998825
痛み	4998824
やら	4998823
歯	4998822
裏切	4998821
位置	4998820
掛け	4998819
良く	4998818
おけ	4998817
ウォーカー	4998816
種	4998815
席	4998814
ふざけ	4998813
魔女	4998812
that	4998811
靴	4998810
瞬間	4998809
受け取	4998808
確かめ	4998807
取れ	4998806
教授	4998805
恐ろし	4998804
落と	4998803
フォース	4998802
ボート	4998801
奇妙	4998800
キャリー	4998799
弱	4998798
ども	4998797
天使	4998796
息	4998795
熱	4998794
黒	4998793
吸	4998792
参加	4998791
by	4998790
建物	4998789
優し	4998788
出せ	4998787
うーん	4998786
ワン	4998785
サイン	4998784
やっぱり	4998783
苦し	4998782
主義	4998781
腹	4998780
ダニー	4998779
からだ	4998778
ぶり	4998777
超	4998776
届	4998775
旅	4998774
ちょうだい	4998773
中国	4998772
伏せ	4998771
決ま	4998770
リズボン	4998769
重	4998768
なるほど	4998767
提供	4998766
ど	4998765
会議	4998764
死亡	4998763
壊れ	4998762
フランス	4998761
離	4998760
確信	4998759
プログラム	4998758
荷物	4998757
避け	4998756
台	4998755
アラン	4998754
我慢	4998753
危な	4998752
時々	4998751
書類	4998750
自然	4998749
目標	4998748
剤	4998747
依頼	4998746
安心	4998745
cia	4998744
北	4998743
耐え	4998742
社会	4998741
詳し	4998740
ロンドン	4998739
スターク	4998738
怪我	4998737
カーター	4998736
毒	4998735
以内	4998734
ビール	4998733
前回	4998732
さま	4998731
基地	4998730
恋人	4998729
汚	4998728
会話	4998727
支援	4998726
旅行	4998725
副	4998724
t	4998723
ウィル	4998722
キー	4998721
マン	4998720
騙	4998719
既に	4998718
出会	4998717
停止	4998716
案内	4998715
指紋	4998714
アンナ	4998713
実験	4998712
いったい	4998711
ニック	4998710
シャーロック	4998709
暮ら	4998708
話し	4998707
怪物	4998706
アレックス	4998705
ええと	4998704
on	4998703
謝	4998702
女王	4998701
ありがと	4998700
色	4998699
ぇ	4998698
使用	4998697
周り	4998696
偶然	4998695
リース	4998694
処理	4998693
直ぐ	4998692
諦め	4998691
ルール	4998690
曲	4998689
市民	4998688
川	4998687
よろし	4998686
トイレ	4998685
機械	4998684
ハロルド	4998683
感染	4998682
うれし	4998681
破	4998680
隣	4998679
アパート	4998678
勝利	4998677
ポール	4998676
白	4998675
全体	4998674
尽く	4998673
dna	4998672
パートナー	4998671
鬼	4998670
手術	4998669
親	4998668
ドラゴン	4998667
直接	4998666
テロ	4998665
実行	4998664
軍隊	4998663
新聞	4998662
寂し	4998661
付き合	4998660
味方	4998659
所有	4998658
兄貴	4998657
王子	4998656
回復	4998655
知り合い	4998654
っけ	4998653
クリス	4998652
制御	4998651
いただ	4998650
市	4998649
さらに	4998648
次第	4998647
禁止	4998646
花	4998645
不思議	4998644
帰れ	4998643
倒	4998642
手段	4998641
匂い	4998640
資金	4998639
乗せ	4998638
当た	4998637
進め	4998636
病	4998635
後悔	4998634
脅威	4998633
ひとり	4998632
胸	4998631
諸君	4998630
指揮	4998629
this	4998628
愚か	4998627
レベル	4998626
避難	4998625
努力	4998624
呼吸	4998623
誇り	4998622
遠	4998621
同意	4998620
辛	4998619
いっぱい	4998618
断	4998617
闇	4998616
what	4998615
ガキ	4998614
時計	4998613
無視	4998612
有名	4998611
無実	4998610
よせ	4998609
神経	4998608
セックス	4998607
親友	4998606
金持ち	4998605
気の毒	4998604
だい	4998603
署	4998602
怒り	4998601
いずれ	4998600
おれ	4998599
分析	4998598
血液	4998597
代	4998596
恋	4998595
足り	4998594
個	4998593
生き残	4998592
さら	4998591
噂	4998590
医	4998589
応答	4998588
スカイ	4998587
扱	4998586
救急	4998585
ライト	4998584
手がかり	4998583
思い	4998582
かわい	4998581
ゾンビ	4998580
安定	4998579
勇気	4998578
距離	4998577
m	4998576
ワイン	4998575
交換	4998574
踊	4998573
確保	4998572
夫人	4998571
エンジン	4998570
兵器	4998569
アクセス	4998568
方向	4998567
症	4998566
限	4998565
奴隷	4998564
バリー	4998563
生徒	4998562
御	4998561
同様	4998560
ライン	4998559
叫	4998558
満足	4998557
立場	4998556
勇敢	4998555
決定	4998554
ヒーロー	4998553
両方	4998552
ダンス	4998551
慣れ	4998550
ホームズ	4998549
発生	4998548
金庫	4998547
パーティ	4998546
起動	4998545
政治	4998544
具合	4998543
乾杯	4998542
アダム	4998541
喋	4998540
クレア	4998539
パトリック	4998538
一生	4998537
高校	4998536
ドクター	4998535
南	4998534
まさに	4998533
エネルギー	4998532
we	4998531
いろいろ	4998530
雨	4998529
身体	4998528
レイ	4998527
成長	4998526
閣下	4998525
遠く	4998524
対処	4998523
優秀	4998522
最終	4998521
枚	4998520
連邦	4998519
才能	4998518
最大	4998517
動か	4998516
条件	4998515
サー	4998514
魅力	4998513
惑星	4998512
眠れ	4998511
暴力	4998510
ベル	4998509
ブロディ	4998508
責め	4998507
指輪	4998506
フレンド	4998505
戦闘	4998504
流	4998503
効果	4998502
大人	4998501
特定	4998500
マスター	4998499
ブース	4998498
妊娠	4998497
復讐	4998496
向	4998495
そろそろ	4998494
ジェシー	4998493
掃除	4998492
マックス	4998491
権	4998490
複雑	4998489
経	4998488
手配	4998487
青	4998486
修理	4998485
太陽	4998484
相談	4998483
最低	4998482
テープ	4998481
見張	4998480
暗	4998479
提案	4998478
閉じ	4998477
ホワイト	4998476
兵	4998475
支払	4998474
巻き込	4998473
そば	4998472
ボール	4998471
ロボット	4998470
庫	4998469
ファン	4998468
他人	4998467
英雄	4998466
ダニエル	4998465
さっさと	4998464
日間	4998463
規則	4998462
バッグ	4998461
厳し	4998460
苦労	4998459
交渉	4998458
流れ	4998457
標的	4998456
寒	4998455
本部	4998454
無線	4998453
赤ん坊	4998452
抜	4998451
集ま	4998450
組	4998449
ノー	4998448
法律	4998447
繰り返	4998446
招待	4998445
医療	4998444
確実	4998443
釈放	4998442
列車	4998441
最	4998440
面	4998439
おっと	4998438
おいで	4998437
説得	4998436
くせ	4998435
うるさ	4998434
記事	4998433
同僚	4998432
r	4998431
土地	4998430
トニー	4998429
あるいは	4998428
片付け	4998427
口座	4998426
誤解	4998425
かね	4998424
楽	4998423
正義	4998422
ア	4998421
内部	4998420
トミー	4998419
例	4998418
吐	4998417
団	4998416
プロ	4998415
興奮	4998414
新た	4998413
都市	4998412
再び	4998411
あらゆる	4998410
タイム	4998409
リーダー	4998408
タバコ	4998407
不安	4998406
保険	4998405
しょう	4998404
サン	4998403
電気	4998402
for	4998401
練習	4998400
表	4998399
接触	4998398
ジョージ	4998397
変更	4998396
ワトソン	4998395
仕業	4998394
グループ	4998393
値	4998392
工場	4998391
ごと	4998390
u	4998389
試合	4998388
自己	4998387
押	4998386
抜け	4998385
すら	4998384
納得	4998383
物語	4998382
閉じ込め	4998381
誘	4998380
ショーン	4998379
罰	4998378
クイーン	4998377
生命	4998376
c	4998375
スーパー	4998374
台無し	4998373
久し	4998372
メンバー	4998371
効	4998370
描	4998369
かつて	4998368
噛	4998367
脅	4998366
退屈	4998365
障害	4998364
カール	4998363
立派	4998362
貴様	4998361
ライアン	4998360
すばらし	4998359
チップ	4998358
取り	4998357
頂	4998356
ブロック	4998355
いただけ	4998354
名誉	4998353
導	4998352
半	4998351
倉庫	4998350
午後	4998349
y	4998348
予想	4998347
バレ	4998346
公園	4998345
字幕	4998344
治	4998343
閉め	4998342
非	4998341
保証	4998340
キロ	4998339
綺麗	4998338
おじ	4998337
じゃん	4998336
覚悟	4998335
スター	4998334
ちが	4998333
正体	4998332
話し合	4998331
石	4998330
辞め	4998329
トラブル	4998328
倍	4998327
光栄	4998326
発射	4998325
your	4998324
上司	4998323
クビ	4998322
イエス	4998321
子ども	4998320
タクシー	4998319
大した	4998318
ハンク	4998317
機能	4998316
省	4998315
床	4998314
oh	4998313
評価	4998312
ヤバ	4998311
プレゼント	4998310
小屋	4998309
さよなら	4998308
開発	4998307
しかも	4998306
届け	4998305
ワシ	4998304
歓迎	4998303
変化	4998302
得意	4998301
とんでも	4998300
間違え	4998299
掴	4998298
突き止め	4998297
だらけ	4998296
テロリスト	4998295
違反	4998294
勉強	4998293
西	4998292
形	4998291
機関	4998290
出身	4998289
加え	4998288
メキシコ	4998287
もたら	4998286
聴	4998285
現金	4998284
合わせ	4998283
鼻	4998282
キャロル	4998281
疑問	4998280
将来	4998279
パリ	4998278
泥棒	4998277
ビジネス	4998276
関連	4998275
作業	4998274
センター	4998273
贈り物	4998272
駐車	4998271
国家	4998270
艦隊	4998269
b	4998268
喧嘩	4998267
婦	4998266
証	4998265
追いかけ	4998264
目覚め	4998263
大勢	4998262
じっと	4998261
未	4998260
ほんの	4998259
追い出	4998258
バック	4998257
知らせ	4998256
叔父	4998255
承知	4998254
ジェダイ	4998253
焼	4998252
シャツ	4998251
コンピューター	4998250
約	4998249
階段	4998248
鉄	4998247
暗号	4998246
中止	4998245
肉	4998244
空気	4998243
抵抗	4998242
ギャング	4998241
出血	4998240
見逃	4998239
加減	4998238
かま	4998237
社長	4998236
h	4998235
関心	4998234
量	4998233
健康	4998232
尋問	4998231
ケツ	4998230
離婚	4998229
アナタ	4998228
タイラー	4998227
男の子	4998226
道路	4998225
do	4998224
食料	4998223
リサ	4998222
憶え	4998221
マシ	4998220
時期	4998219
キャンプ	4998218
有難う	4998217
