# lemma	count — freq ranking for --freq/--maxEntries (must-keep 20M+, top50k 5M-). MIT.
prince	4998893
track	4998892
complete	4998891
reading	4998890
nose	4998889
favorite	4998888
memory	4998887
sarah	4998886
laughter	4998885
roll	4998884
witness	4998883
starts	4998882
double	4998881
however	4998880
bathroom	4998879
e	4998878
build	4998877
bomb	4998876
pressure	4998875
flight	4998874
interest	4998873
flowers	4998872
goddamn	4998871
following	4998870
whom	4998869
dogs	4998868
steve	4998867
itself	4998866
throat	4998865
cost	4998864
danger	4998863
closer	4998862
asshole	4998861
neck	4998860
van	4998859
raise	4998858
acting	4998857
mommy	4998856
plans	4998855
adam	4998854
shooting	4998853
beg	4998852
narrator	4998851
losing	4998850
ridiculous	4998849
suspect	4998848
bottle	4998847
warm	4998846
beauty	4998845
nature	4998844
medical	4998843
apparently	4998842
asleep	4998841
guns	4998840
video	4998839
rain	4998838
camp	4998837
shame	4998836
driver	4998835
keys	4998834
bird	4998833
built	4998832
crowd	4998831
extra	4998830
heavy	4998829
simply	4998828
famous	4998827
pants	4998826
majesty	4998825
keeps	4998824
level	4998823
tommy	4998822
faith	4998821
animals	4998820
commander	4998819
wild	4998818
richard	4998817
showed	4998816
awful	4998815
lay	4998814
deserve	4998813
excellent	4998812
client	4998811
plenty	4998810
consider	4998809
excited	4998808
engine	4998807
billy	4998806
pop	4998805
ringing	4998804
animal	4998803
hoping	4998802
responsible	4998801
jane	4998800
wondering	4998799
devil	4998798
weekend	4998797
stone	4998796
sweetheart	4998795
large	4998794
military	4998793
cook	4998792
skin	4998791
knife	4998790
common	4998789
grace	4998788
papers	4998787
drug	4998786
willing	4998785
necessary	4998784
whoever	4998783
blind	4998782
flying	4998781
german	4998780
beach	4998779
hat	4998778
walked	4998777
nor	4998776
lights	4998775
local	4998774
stars	4998773
although	4998772
code	4998771
main	4998770
grunting	4998769
faster	4998768
hall	4998767
opportunity	4998766
bullshit	4998765
corner	4998764
fuckin	4998763
cars	4998762
johnny	4998761
agreed	4998760
cup	4998759
lies	4998758
knowing	4998757
justice	4998756
due	4998755
rose	4998754
princess	4998753
folks	4998752
bottom	4998751
apologize	4998750
ghost	4998749
tight	4998748
lee	4998747
dick	4998746
grandma	4998745
restaurant	4998744
weapons	4998743
east	4998742
fellow	4998741
note	4998740
leader	4998739
several	4998738
tells	4998737
clearly	4998736
health	4998735
shows	4998734
correct	4998733
angel	4998732
hanging	4998731
jake	4998730
pulled	4998729
rule	4998728
cousin	4998727
advice	4998726
beyond	4998725
held	4998724
hardly	4998723
pardon	4998722
milk	4998721
dancing	4998720
groans	4998719
gotten	4998718
spoke	4998717
speed	4998716
understood	4998715
file	4998714
tape	4998713
practice	4998712
taught	4998711
among	4998710
murdered	4998709
emergency	4998708
ought	4998707
somehow	4998706
bridge	4998705
coach	4998704
martin	4998703
inspector	4998702
minister	4998701
states	4998700
applause	4998699
possibly	4998698
conversation	4998697
hearing	4998696
national	4998695
account	4998694
breath	4998693
shouting	4998692
crew	4998691
lied	4998690
meat	4998689
cake	4998688
strength	4998687
natural	4998686
career	4998685
plus	4998684
dressed	4998683
sight	4998682
vote	4998681
copy	4998680
nonsense	4998679
student	4998678
dropped	4998677
trial	4998676
freedom	4998675
breathe	4998674
market	4998673
doc	4998672
soldiers	4998671
serve	4998670
photo	4998669
manager	4998668
robert	4998667
eddie	4998666
towards	4998665
biggest	4998664
horrible	4998663
arrested	4998662
size	4998661
bringing	4998660
noticed	4998659
fantastic	4998658
papa	4998657
operation	4998656
greatest	4998655
nearly	4998654
chinese	4998653
cheering	4998652
checked	4998651
trick	4998650
breaking	4998649
older	4998648
sweetie	4998647
teeth	4998646
pack	4998645
monster	4998644
ideas	4998643
center	4998642
forgotten	4998641
travel	4998640
hurts	4998639
belong	4998638
grandpa	4998637
target	4998636
games	4998635
science	4998634
planning	4998633
project	4998632
remain	4998631
united	4998630
paying	4998629
feed	4998628
numbers	4998627
fake	4998626
chris	4998625
prepared	4998624
aw	4998623
credit	4998622
suicide	4998621
records	4998620
investigation	4998619
nurse	4998618
oil	4998617
criminal	4998616
soldier	4998615
recognize	4998614
loud	4998613
plays	4998612
original	4998611
heads	4998610
shirt	4998609
example	4998608
strike	4998607
pray	4998606
chair	4998605
invited	4998604
fill	4998603
survive	4998602
jealous	4998601
universe	4998600
discuss	4998599
command	4998598
easier	4998597
super	4998596
training	4998595
incredible	4998594
pretend	4998593
condition	4998592
challenge	4998591
bobby	4998590
prepare	4998589
truly	4998588
balls	4998587
roger	4998586
perfectly	4998585
ticket	4998584
nowhere	4998583
honestly	4998582
comfortable	4998581
meaning	4998580
view	4998579
program	4998578
brown	4998577
dry	4998576
wash	4998575
turning	4998574
concerned	4998573
society	4998572
cards	4998571
prefer	4998570
nuts	4998569
stolen	4998568
release	4998567
birth	4998566
onto	4998565
sunday	4998564
research	4998563
usual	4998562
guest	4998561
amy	4998560
ln	4998559
ugly	4998558
lift	4998557
opinion	4998556
began	4998555
destroyed	4998554
character	4998553
mountain	4998552
heat	4998551
surely	4998550
movies	4998549
ho	4998548
tie	4998547
finding	4998546
sheriff	4998545
whoo	4998544
pieces	4998543
bro	4998542
color	4998541
dumb	4998540
unfortunately	4998539
mister	4998538
letting	4998537
ours	4998536
charles	4998535
daniel	4998534
n	4998533
bodies	4998532
believed	4998531
matters	4998530
sword	4998529
threw	4998528
ended	4998527
screams	4998526
france	4998525
exist	4998524
ryan	4998523
lab	4998522
bullet	4998521
proof	4998520
base	4998519
aware	4998518
bucks	4998517
cream	4998516
noise	4998515
total	4998514
selling	4998513
kim	4998512
gang	4998511
happiness	4998510
afford	4998509
re	4998508
brilliant	4998507
joy	4998506
letters	4998505
students	4998504
breathing	4998503
anna	4998502
female	4998501
realized	4998500
opened	4998499
draw	4998498
aye	4998497
whenever	4998496
male	4998495
bite	4998494
slept	4998493
shower	4998492
stayed	4998491
social	4998490
followed	4998489
ends	4998488
audience	4998487
purpose	4998486
kevin	4998485
fate	4998484
handsome	4998483
england	4998482
eric	4998481
disappeared	4998480
lately	4998479
weak	4998478
falling	4998477
friday	4998476
suggest	4998475
lonely	4998474
saturday	4998473
screw	4998472
dan	4998471
introduce	4998470
gentleman	4998469
b	4998468
medicine	4998467
settle	4998466
responsibility	4998465
thousands	4998464
fucked	4998463
birds	4998462
enter	4998461
opening	4998460
forced	4998459
ugh	4998458
brave	4998457
split	4998456
weight	4998455
ordered	4998454
unit	4998453
pig	4998452
horses	4998451
desk	4998450
finger	4998449
tiny	4998448
expecting	4998447
pool	4998446
focus	4998445
garden	4998444
received	4998443
property	4998442
slowly	4998441
naked	4998440
mayor	4998439
flat	4998438
issue	4998437
brings	4998436
british	4998435
pal	4998434
interview	4998433
fan	4998432
signal	4998431
lines	4998430
brian	4998429
silence	4998428
surgery	4998427
harm	4998426
sees	4998425
staff	4998424
al	4998423
chef	4998422
jeff	4998421
insane	4998420
easily	4998419
signed	4998418
weather	4998417
distance	4998416
failed	4998415
san	4998414
add	4998413
cares	4998412
process	4998411
season	4998410
access	4998409
spanish	4998408
model	4998407
spare	4998406
recently	4998405
discovered	4998404
wet	4998403
ohh	4998402
fingers	4998401
loose	4998400
path	4998399
russian	4998398
expected	4998397
member	4998396
babe	4998395
returned	4998394
style	4998393
pete	4998392
kinda	4998391
alarm	4998390
sending	4998389
based	4998388
covered	4998387
fbi	4998386
japanese	4998385
sugar	4998384
roof	4998383
streets	4998382
funeral	4998381
bright	4998380
damage	4998379
jerry	4998378
stomach	4998377
bread	4998376
remind	4998375
lake	4998374
snow	4998373
castle	4998372
speech	4998371
manage	4998370
heading	4998369
ed	4998368
block	4998367
shake	4998366
opens	4998365
buried	4998364
dr	4998363
doors	4998362
thoughts	4998361
thomas	4998360
simon	4998359
dig	4998358
kate	4998357
post	4998356
showing	4998355
drinks	4998354
reality	4998353
soft	4998352
harder	4998351
football	4998350
spread	4998349
ill	4998348
coat	4998347
ruined	4998346
scott	4998345
ears	4998344
chest	4998343
andy	4998342
success	4998341
sooner	4998340
madame	4998339
safety	4998338
maria	4998337
permission	4998336
fancy	4998335
spring	4998334
cos	4998333
outta	4998332
theory	4998331
gate	4998330
journey	4998329
tickets	4998328
expensive	4998327
paint	4998326
lover	4998325
nope	4998324
dave	4998323
mood	4998322
members	4998321
storm	4998320
page	4998319
hidden	4998318
cheese	4998317
priest	4998316
regret	4998315
contract	4998314
thief	4998313
divorce	4998312
lesson	4998311
personally	4998310
eggs	4998309
community	4998308
subject	4998307
rent	4998306
revenge	4998305
trade	4998304
nights	4998303
sudden	4998302
forest	4998301
bless	4998300
changes	4998299
rush	4998298
ate	4998297
trees	4998296
santa	4998295
basically	4998294
da	4998293
details	4998292
owner	4998291
doctors	4998290
william	4998289
amount	4998288
